gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	astrocyte	dendritic_cell	endothelial_cell	malignant_cell	mast_cell	monocyte	mural_cell	natural_killer_cell	neuron	oligodendrocyte	radial_glial_cell
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS0F9D91F7C	0.03	0.014	0.022	0.028	0.006	0.007	0.019	0.002	0.0	0.018	0.003
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS018DF4043	0.03	0.014	0.022	0.028	0.006	0.007	0.019	0.002	0.0	0.018	0.003
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS026F29267	0.03	0.014	0.022	0.028	0.006	0.007	0.019	0.002	0.0	0.018	0.003
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS086608DC8	0.03	0.014	0.022	0.028	0.006	0.007	0.019	0.002	0.0	0.018	0.003
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS04ABF9207	0.03	0.014	0.022	0.028	0.006	0.007	0.019	0.002	0.0	0.018	0.003
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS0D502BAEE	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS04DF95D57	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS0545CAB09	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS06E9ED9EA	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS0718C069F	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS0B077728E	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS00629236E	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS0CBF40196	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS078075D84	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS09B0E9421	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS04E1C95F5	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS084F0F988	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS0EBF4306E	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS06AC68D62	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS09368C2BE	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS020569D97	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS0E2642E2E	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS0625ED389	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS0904AE905	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-CS0C63C1412	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SS06FA53149	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SS0C58B9FE1	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SS0D2C2611E	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SS085C43CC3	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0FC4EF8DD	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0F27DF509	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0054A1D8F	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0BCEC27D8	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0798E7707	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS01E9D00D4	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0CDD4E649	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0EA080D52	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0E63C18DF	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0B6EFDA1A	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0E193F054	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0CC6D5AFF	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0252398E9	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0A16E48B6	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS066C7EA9C	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0003E8838	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0E7FD3233	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0420BF1AD	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0702C5FFF	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS03B3709D5	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SS04C671343	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SS0C7624041	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SS0DB2845AD	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SS0EEC04FC1	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SS0A51CC035	0.0	0.0	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS07C91771E	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS099B83C18	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS0E97FB627	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS034FCACC9	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS08BFBF46D	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS06AA33194	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS056A2EEC7	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS0035C50D6	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS02127BCCA	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS0EBC9A333	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS00AE5010A	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS01E2B7EF5	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS01377664E	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS035AE34D1	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS069C5C656	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS037DFC929	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS084A7C9BE	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS0D956B26D	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS072025B4D	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS0A54AB810	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS0B665DAF7	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS08FE5E88E	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS0CE496333	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS0EECFED83	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS0D097B78D	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS037F83FEE	0.0	0.005	0.003	0.009	0.0	0.005	0.014	0.005	0.05	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-CS0711601F5	0.0	0.048	0.0	0.008	0.002	0.001	0.002	0.014	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-CS0009D06D0	0.0	0.048	0.0	0.008	0.002	0.001	0.002	0.014	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-CS08BD41C01	0.0	0.048	0.0	0.008	0.002	0.001	0.002	0.014	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-CS0CCD8150B	0.0	0.048	0.0	0.008	0.002	0.001	0.002	0.014	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-CS0B03558D5	0.0	0.048	0.0	0.008	0.002	0.001	0.002	0.014	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-CS0754A8484	0.0	0.048	0.0	0.008	0.002	0.001	0.002	0.014	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-CS00A19B676	0.0	0.048	0.0	0.008	0.002	0.001	0.002	0.014	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-CS014F1F730	0.0	0.048	0.0	0.008	0.002	0.001	0.002	0.014	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SS0C96733CF	0.0	0.048	0.0	0.008	0.002	0.001	0.002	0.014	0.0	0.0	0.0
NDP	Q00604	False	NDP_HUMAN		CPI-CS0EFD8682E	0.725	0.0	0.004	0.111	0.002	0.001	0.017	0.001	0.095	0.087	0.004
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-CS0DA23193F	0.004	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.063	0.0	0.006
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-CS087CB7080	0.004	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.063	0.0	0.006
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0F102AAC5	0.004	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.063	0.0	0.006
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS048346C2B	0.045	0.043	0.029	0.217	0.007	0.034	0.31	0.007	0.0	0.016	0.007
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS01650D71E	0.045	0.043	0.029	0.217	0.007	0.034	0.31	0.007	0.0	0.016	0.007
GAL	P22466	False	GALA_HUMAN		CPI-CS078789914	0.004	0.001	0.004	0.053	0.0	0.0	0.025	0.0	0.0	0.002	0.0
GAL	P22466	False	GALA_HUMAN		CPI-CS003A1148E	0.004	0.001	0.004	0.053	0.0	0.0	0.025	0.0	0.0	0.002	0.0
GAL	P22466	False	GALA_HUMAN		CPI-CS0CF4C33B4	0.004	0.001	0.004	0.053	0.0	0.0	0.025	0.0	0.0	0.002	0.0
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	0.004	0.02	0.005	0.004	0.023	0.011	0.015	0.795	0.0	0.008	0.003
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.0	0.156	0.006	0.005	0.033	0.06	0.012	0.049	0.0	0.011	0.0
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS00561BBD7	0.004	0.016	0.002	0.001	0.016	0.006	0.003	0.213	0.0	0.001	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0F1A060D4	0.029	0.002	0.019	0.051	0.006	0.004	0.065	0.01	0.05	0.062	0.006
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS00550260E	0.029	0.002	0.019	0.051	0.006	0.004	0.065	0.01	0.05	0.062	0.006
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.029	0.002	0.019	0.051	0.006	0.004	0.065	0.01	0.05	0.062	0.006
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0C5E9FBFB	0.029	0.002	0.019	0.051	0.006	0.004	0.065	0.01	0.05	0.062	0.006
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS03859E16F	0.029	0.002	0.019	0.051	0.006	0.004	0.065	0.01	0.05	0.062	0.006
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.029	0.002	0.019	0.051	0.006	0.004	0.065	0.01	0.05	0.062	0.006
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.033	0.021	0.343	0.293	0.011	0.064	0.617	0.017	0.063	0.041	0.02
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.033	0.021	0.343	0.293	0.011	0.064	0.617	0.017	0.063	0.041	0.02
NOV	P48745	False	NOV_HUMAN		CPI-SS0E5AF12B6	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0A34EE366	0.02	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.0	0.001	0.0
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS01CA704DD	0.685	0.0	0.02	0.206	0.0	0.003	0.015	0.002	1.062	0.029	0.001
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS0DC9D2C55	0.685	0.0	0.02	0.206	0.0	0.003	0.015	0.002	1.062	0.029	0.001
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS012B7C21D	0.011	0.0	0.263	0.002	0.0	0.0	0.037	0.0	0.0	0.002	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS027CDEA08	0.011	0.0	0.263	0.002	0.0	0.0	0.037	0.0	0.0	0.002	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS00D153A8A	0.011	0.0	0.263	0.002	0.0	0.0	0.037	0.0	0.0	0.002	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS0607D1101	0.02	0.005	0.02	0.345	0.005	0.005	0.035	0.003	0.032	0.024	0.004
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS003C9A532	0.02	0.005	0.02	0.345	0.005	0.005	0.035	0.003	0.032	0.024	0.004
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS09D379E5B	0.02	0.005	0.02	0.345	0.005	0.005	0.035	0.003	0.032	0.024	0.004
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.0	0.003	0.185	0.004	0.0	0.004	0.014	0.023	0.163	0.002	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.0	0.003	0.185	0.004	0.0	0.004	0.014	0.023	0.163	0.002	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS05FEE05CB	0.0	0.003	0.185	0.004	0.0	0.004	0.014	0.023	0.163	0.002	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS0C4D54E39	0.0	0.003	0.185	0.004	0.0	0.004	0.014	0.023	0.163	0.002	0.0
DKK1	O94907	False	DKK1_HUMAN		CPI-CS0F6E83D4B	0.01	0.0	0.003	0.005	0.002	0.001	0.041	0.001	0.0	0.002	0.002
DKK1	O94907	False	DKK1_HUMAN		CPI-CS0D1C23747	0.01	0.0	0.003	0.005	0.002	0.001	0.041	0.001	0.0	0.002	0.002
DKK1	O94907	False	DKK1_HUMAN		CPI-SS02075E033	0.01	0.0	0.003	0.005	0.002	0.001	0.041	0.001	0.0	0.002	0.002
DKK1	O94907	False	DKK1_HUMAN		CPI-SS0D68CB038	0.01	0.0	0.003	0.005	0.002	0.001	0.041	0.001	0.0	0.002	0.002
RSPO4	Q2I0M5	False	RSPO4_HUMAN		CPI-SS05E001125	0.017	0.0	0.003	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0
RSPO2	Q6UXX9	False	RSPO2_HUMAN		CPI-SS0FC0CA5ED	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.004	0.015
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0DCA749B0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0A874F65F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14
SORL1	Q92673	False	SORL_HUMAN		CPI-SS09C52F54E	0.553	0.327	0.029	0.154	0.079	0.519	0.113	0.131	0.589	0.315	0.004
SORL1	Q92673	False	SORL_HUMAN		CPI-SS07ACDDCD6	0.553	0.327	0.029	0.154	0.079	0.519	0.113	0.131	0.589	0.315	0.004
SORL1	Q92673	False	SORL_HUMAN		CPI-SS083CBFACD	0.553	0.327	0.029	0.154	0.079	0.519	0.113	0.131	0.589	0.315	0.004
SLC1A5	Q15758	False	AAAT_HUMAN		CPI-SS002DF6C31	0.012	0.232	0.023	0.061	0.146	0.096	0.138	0.105	0.0	0.021	0.01
P4HB	P07237	False	PDIA1_HUMAN		CPI-SS0CE693E3E	0.59	0.633	0.996	0.931	0.628	0.838	1.102	0.602	0.669	0.61	0.605
MET	P08581	False	MET_HUMAN		CPI-SS0BC7CD11B	0.004	0.0	0.005	0.026	0.002	0.002	0.003	0.0	0.123	0.033	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0419B80C4	0.91	0.102	0.047	0.542	0.045	0.572	0.33	0.023	0.627	0.063	0.028
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	0.91	0.102	0.047	0.542	0.045	0.572	0.33	0.023	0.627	0.063	0.028
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	0.91	0.102	0.047	0.542	0.045	0.572	0.33	0.023	0.627	0.063	0.028
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0984C2931	0.91	0.102	0.047	0.542	0.045	0.572	0.33	0.023	0.627	0.063	0.028
CD47	Q08722	False	CD47_HUMAN		CPI-SS014958F32	0.781	0.506	0.299	0.45	0.37	0.405	0.31	0.425	0.563	0.94	0.131
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	0.781	0.506	0.299	0.45	0.37	0.405	0.31	0.425	0.563	0.94	0.131
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0BD9F32BA	0.757	0.017	0.141	0.274	0.025	0.018	0.123	0.02	0.48	0.113	0.017
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0A9FB762A	0.084	0.003	0.302	0.075	0.015	0.003	0.405	0.004	0.144	0.387	0.012
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0472C478C	0.084	0.003	0.302	0.075	0.015	0.003	0.405	0.004	0.144	0.387	0.012
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0CB863B46	0.084	0.003	0.302	0.075	0.015	0.003	0.405	0.004	0.144	0.387	0.012
COLEC12	Q5KU26	False	COL12_HUMAN		CPI-SS08877A081	0.088	0.016	0.048	0.035	0.007	0.101	0.196	0.008	0.0	0.029	0.005
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	0.008	0.419	0.022	0.026	0.286	0.448	0.132	0.381	0.0	0.068	0.0
GALP	Q9UBC7	False	GALP_HUMAN		CPI-CS0706E3D9E	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.005
GALP	Q9UBC7	False	GALP_HUMAN		CPI-CS015084945	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.005
GALP	Q9UBC7	False	GALP_HUMAN		CPI-CS07EFD6AA8	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.005
SPX	Q9BT56	False	SPXN_HUMAN		CPI-CS0253C9C61	0.272	0.0	0.013	0.006	0.002	0.0	0.008	0.0	0.081	0.012	0.002
SPX	Q9BT56	False	SPXN_HUMAN		CPI-CS02C8078A6	0.272	0.0	0.013	0.006	0.002	0.0	0.008	0.0	0.081	0.012	0.002
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS09C06644C	1.226	0.172	0.05	0.425	0.019	0.132	0.391	0.009	0.675	0.427	0.024
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	1.226	0.172	0.05	0.425	0.019	0.132	0.391	0.009	0.675	0.427	0.024
CADM4	Q8NFZ8	False	CADM4_HUMAN		CPI-SS02D18D12B	0.129	0.022	0.077	0.397	0.006	0.009	0.253	0.002	0.081	0.577	0.015
EPB41L1	Q9H4G0	False	E41L1_HUMAN		CPI-SS0B3829651	0.133	0.007	0.043	0.081	0.099	0.008	0.432	0.002	1.222	0.286	0.006
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS00661A3A4	0.269	0.002	0.008	0.09	0.002	0.001	0.009	0.001	0.414	0.005	0.012
NECTIN4	Q96NY8	False	PVRL4_HUMAN		CPI-SS01E0F2D2C	0.0	0.004	0.0	0.001	0.002	0.011	0.002	0.0	0.0	0.001	0.0
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS0A5DF05C0	0.181	0.208	0.565	0.171	0.049	0.198	0.379	0.017	0.326	0.06	0.009
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS06207F70E	0.181	0.208	0.565	0.171	0.049	0.198	0.379	0.017	0.326	0.06	0.009
KLRG1	Q96E93	False	KLRG1_HUMAN		CPI-SS0CC5DCE80	0.032	0.026	0.004	0.029	0.306	0.01	0.006	0.067	0.032	0.027	0.018
CD36	P16671	False	CD36_HUMAN		CPI-SS0C93E48D7	0.004	0.197	0.007	0.004	0.038	0.401	0.381	0.005	0.0	0.01	0.001
CR2	P20023	False	CR2_HUMAN		CPI-SS000568A0E	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.001	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	0.649	0.002	0.004	0.051	0.011	0.006	0.028	0.001	0.032	1.046	0.008
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04A97448D	0.649	0.002	0.004	0.051	0.011	0.006	0.028	0.001	0.032	1.046	0.008
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06B86672A	0.649	0.002	0.004	0.051	0.011	0.006	0.028	0.001	0.032	1.046	0.008
