gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	AC-like	MES-like	NPC-like	OPC-like	macrophage	microglial_cell
WNT5A	P41221	False	WNT5A_HUMAN		CPI-CS03524A330	0.04	0.03	0.032	0.072	0.158	0.187
WNT5A	P41221	False	WNT5A_HUMAN		CPI-CS01BA77CE7	0.04	0.03	0.032	0.072	0.158	0.187
WNT5A	P41221	False	WNT5A_HUMAN		CPI-CS05FB0A7F1	0.04	0.03	0.032	0.072	0.158	0.187
WNT5A	P41221	False	WNT5A_HUMAN		CPI-CS00DEA8C12	0.04	0.03	0.032	0.072	0.158	0.187
WNT5A	P41221	False	WNT5A_HUMAN		CPI-CS008DA70F3	0.04	0.03	0.032	0.072	0.158	0.187
WNT5A	P41221	False	WNT5A_HUMAN		CPI-CS01521EE2B	0.04	0.03	0.032	0.072	0.158	0.187
WNT5A	P41221	False	WNT5A_HUMAN		CPI-CS00D2EE99D	0.04	0.03	0.032	0.072	0.158	0.187
WNT5A	P41221	False	WNT5A_HUMAN		CPI-CS04EF3E555	0.04	0.03	0.032	0.072	0.158	0.187
WNT5A	P41221	False	WNT5A_HUMAN		CPI-CS0CF5A502A	0.04	0.03	0.032	0.072	0.158	0.187
WNT5A	P41221	False	WNT5A_HUMAN		CPI-CS0F983512F	0.04	0.03	0.032	0.072	0.158	0.187
WNT5A	P41221	False	WNT5A_HUMAN		CPI-CS008F67A0E	0.04	0.03	0.032	0.072	0.158	0.187
WNT5A	P41221	False	WNT5A_HUMAN		CPI-CS0D1C88065	0.04	0.03	0.032	0.072	0.158	0.187
WNT5A	P41221	False	WNT5A_HUMAN		CPI-CS04A96900E	0.04	0.03	0.032	0.072	0.158	0.187
WNT3	P56703	False	WNT3_HUMAN		CPI-CS0D1E4E6C2	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS0E310104C	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS041DB789A	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS0113A05E1	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS09C6CE302	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS09572EF0C	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS0E6007E1E	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS0BF2D6216	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS08FF72B3A	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS0349DDD33	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS02B318AF4	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS0444041A5	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS044358A94	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS0A2518705	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS0F8EF2F56	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS086CDC104	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS08B0C4086	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS04B8D01CF	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS0F1D971DE	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS0CD275AB1	0.049	0.028	0.027	0.04	0.001	0.001
WNT3	P56703	False	WNT3_HUMAN		CPI-CS0DC43F5B8	0.049	0.028	0.027	0.04	0.001	0.001
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0A63FEF59	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS05C98A8D6	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0CD56A2CC	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS07B775F8D	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0B5273C72	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0DB31673B	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0A94347F7	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS02B24ACED	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0864EE3DE	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0F73F8631	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS035E6950E	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS06703B08B	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0C4B40F75	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS06F5B58EC	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS08F2F1471	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0D35A8B40	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS09AF6EAE2	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS08643D43B	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0244B7A6E	0.055	0.043	0.022	0.03	0.001	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0DFEE920D	0.055	0.043	0.022	0.03	0.001	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS00E8E68AA	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS0EB060BA3	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS093B9AF93	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS0C050DC99	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS0483ECD06	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS0E9D2EC7B	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS0A7409D74	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS081ABF0EB	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS00EE75FE1	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS05EBA46D7	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS0CD3AB1EE	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS0FF5F9AAF	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS0C93912BC	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS07A47FD47	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS01C2D7CF3	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS05835BB8A	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS07C7FE1E6	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS0580F59AA	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS09B942EAA	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-CS05FC0F405	0.0	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS088ED962D	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS01A368203	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS0A8032B7C	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS05CFD8AFA	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS0E502BB1F	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS01E56069F	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS0CBE51948	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS096783D6D	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS070C94FC9	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS0149222E6	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS05A78F361	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS092A988FB	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS01903DA09	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS0E9155EA2	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS0ADD1BA62	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS03C03A2E0	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS03DB6EA2A	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS0890C1FEE	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS075091014	0.0	0.003	0.0	0.001	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-CS01757E3CC	0.0	0.003	0.0	0.001	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS06BD08CC7	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS01FAD232C	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS044C72075	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS04F856260	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS0639A2C96	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS0AF09AF14	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS012C395FB	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS067ECB5FE	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS0A3B15C33	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS0B3531507	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS0306D4D86	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS0C2B25B68	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS0EFD1729B	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS0A5EAECEB	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS035CDF184	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS0BDB8F8B9	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS0534F02DF	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS0CFE5516F	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS02E7B3383	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-CS000EEBB11	0.0	0.001	0.004	0.002	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0B42AD9EF	0.0	0.001	0.004	0.002	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS07AFD4EEE	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS08DE07AC9	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS08A2C42C8	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS064EF7C8D	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS057093E9E	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS0B92EA5EA	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS0D38CFA9D	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS039773901	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS0AF87C2AB	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS096FD79C8	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS0722E870D	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS0854644B2	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS0F96B32B8	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS01C37C086	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS011A5A5AB	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS0542286CC	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS02C36592B	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS044E2BF6D	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS01A382EA4	0.014	0.013	0.068	0.02	0.002	0.004
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS05DE238C6	0.014	0.013	0.068	0.02	0.002	0.004
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS07C041B69	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS0F9D292EC	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS07135653F	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS0CF3656D2	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS0E68F5752	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS0F53060BB	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS0B52EC069	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS096856900	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS03BC3B437	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS0AF64B48C	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS07AD29D6C	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS05C76711D	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS0FB43E17E	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS09F32EE7D	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS0CA549059	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS0A13F16D1	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS023DB57C8	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS024EB9593	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS0B512D5C5	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-CS0F9D91F7C	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS018DF4043	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS026F29267	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS086608DC8	0.026	0.029	0.035	0.029	0.016	0.021
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS04ABF9207	0.026	0.029	0.035	0.029	0.016	0.021
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0FC4EF8DD	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0F27DF509	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0054A1D8F	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0BCEC27D8	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0798E7707	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS01E9D00D4	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0CDD4E649	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0EA080D52	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0E63C18DF	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0B6EFDA1A	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0E193F054	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0CC6D5AFF	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0252398E9	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0A16E48B6	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS066C7EA9C	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0003E8838	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0E7FD3233	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0420BF1AD	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS0702C5FFF	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-CS03B3709D5	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SS04C671343	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SS0C7624041	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SS0DB2845AD	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SS0EEC04FC1	0.002	0.006	0.001	0.013	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SS0A51CC035	0.002	0.006	0.001	0.013	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS07C91771E	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS099B83C18	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS0E97FB627	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS034FCACC9	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS08BFBF46D	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS06AA33194	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS056A2EEC7	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS0035C50D6	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS02127BCCA	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS0EBC9A333	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS00AE5010A	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS01E2B7EF5	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS01377664E	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS035AE34D1	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS069C5C656	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS037DFC929	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS084A7C9BE	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS0D956B26D	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS072025B4D	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-CS0A54AB810	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS0B665DAF7	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS08FE5E88E	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS0CE496333	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS0EECFED83	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS0D097B78D	0.005	0.012	0.015	0.007	0.005	0.011
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS037F83FEE	0.005	0.012	0.015	0.007	0.005	0.011
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-CS0711601F5	0.005	0.004	0.022	0.005	0.001	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-CS0009D06D0	0.005	0.004	0.022	0.005	0.001	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-CS08BD41C01	0.005	0.004	0.022	0.005	0.001	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-CS0CCD8150B	0.005	0.004	0.022	0.005	0.001	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-CS0B03558D5	0.005	0.004	0.022	0.005	0.001	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-CS0754A8484	0.005	0.004	0.022	0.005	0.001	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-CS00A19B676	0.005	0.004	0.022	0.005	0.001	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-CS014F1F730	0.005	0.004	0.022	0.005	0.001	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SS0C96733CF	0.005	0.004	0.022	0.005	0.001	0.0
NDP	Q00604	False	NDP_HUMAN		CPI-CS0EFD8682E	0.166	0.141	0.025	0.085	0.005	0.002
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS048346C2B	0.297	0.289	0.066	0.173	0.13	0.15
GAL	P22466	False	GALA_HUMAN		CPI-CS078789914	0.026	0.107	0.071	0.028	0.002	0.001
GAL	P22466	False	GALA_HUMAN		CPI-CS003A1148E	0.026	0.107	0.071	0.028	0.002	0.001
GAL	P22466	False	GALA_HUMAN		CPI-CS0CF4C33B4	0.026	0.107	0.071	0.028	0.002	0.001
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	0.004	0.002	0.003	0.014	0.025	0.01
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.004	0.003	0.002	0.013	0.058	0.078
